PC1,PC2,Cluster
1.944642669549873,1.4057245184803504,0
-2.4540647520379038,-0.7414698386220276,3
2.116977536285923,-0.5356389690354372,1
-2.1598780326260667,-0.5861965096035076,3
0.7207235487639152,0.9454114138504252,0
1.5196393916038313,0.6381950502211857,0
1.0767986182688458,1.8657895802014457,0
-1.3929940353177568,0.5766638138220967,2
-2.5171647700019664,-0.29720697710636307,2
-4.44837189541256,-0.6442598994069274,2
-2.6581463190892434,-1.3524851265803268,3
-3.027596264529925,-0.487489496760342,2
2.062518992708476,-1.6622807317412196,1
-0.1959141044717899,1.159563778551297,0
-2.6931191765487585,-0.7630181177702422,2
3.1630885921133682,-0.22231901698518178,1
-2.0365515821947455,1.4535107672561496,2
0.0573846986254174,0.5771422465334999,0
2.390864861388289,1.210846322477261,0
-1.3567277081096345,0.3293758589301367,2
0.09730901011863516,0.18282192051264148,2
-1.022700370799661,0.286720657703802,2
0.7164970070866674,1.2396592097768528,0
1.2641537251293653,0.39140647740957396,0
-0.1328870761055972,2.4210078732261437,0
-1.7974564829122315,-0.1600546153150483,2
-0.6780545547122405,1.7227974789574967,0
0.5631825431955982,-1.7004165836756429,1
-0.759824939694131,-0.5800096326995201,3
3.354587391469043,-1.2308468192495654,1
-2.673596031193689,-1.2861772607591777,2
0.3224507320895355,-1.5166824394176748,1
-0.9520829798519356,0.23065621291187494,2
-0.4427666778039461,2.4257801457990644,0
1.7493331709156366,-0.22889368334269428,1
-2.12784228650541,-0.26025059406554285,3
2.3853364141644264,0.5135444018713905,1
-2.0623314895721756,0.35470619639733064,2
-1.6363699002986472,-1.0043271253983306,3
1.7785736625534974,0.5504427775534575,0
1.991446809877924,0.597355624042566,0
-2.6393149146844865,0.2709666556314919,2
-3.245109234263518,-1.3225563487040208,2
0.2768355763497742,-2.3813513877375825,1
-3.440747573029431,-0.14122971473296117,2
2.3489184088924726,-2.6550647370430163,1
-2.372369711310172,0.7761778178937497,2
-2.350525753820427,-0.41411041999895043,2
-1.6059747064402239,0.9420280025636366,3
1.0912816995353,3.529615022351158,0
1.4855563300246633,-1.4194590290751161,1
3.4067806144381474,-0.0675015680061175,1
-2.002973128648232,0.25281201850685053,2
3.0416420934473414,-2.306610715770367,1
1.0157324631267295,1.836087132982441,0
3.6406359793801046,-1.2273713811666827,1
2.529162759155351,-0.6891394539174907,1
-2.1765306496567205,-2.1088815138003763,3
-1.7773261166328564,-0.2396046703371286,3
0.6607600674839045,0.852165051056007,0
3.017071220284248,-1.7515465211174863,1
1.2568197668381524,1.758569000513818,0
1.370665070562455,1.991633098138214,0
1.4621211005166987,0.12268479429507026,1
1.7042065227884802,-0.9707368891547192,1
-2.6186900582155235,-0.8840058770390739,2
-3.543906141397435,-1.199332577679384,3
2.8511756120734133,-0.01490812108883726,1
1.4322203554919781,-0.3878268801162365,1
0.37705363560165167,2.4722214320034777,0
2.2370122699610917,0.3791607658192655,1
-1.4628613364620924,1.1335610146140074,2
1.898424525650431,2.1302254174150597,0
0.812110074357682,2.6613938001531987,0
-0.7446982152992403,-2.53493074370798,3
-2.804932999890826,-0.8540372354328534,2
2.274283312368489,0.17673674080019755,1
2.8917983964098704,-1.03182895586775,1
-2.612615812466688,-2.704155097965061,2
1.2301513042639876,1.0540921246309418,0
-1.2061783037579048,1.635994841674299,2
-3.246876433532375,-1.063486197794032,2
-2.1947546793593347,0.532287756957195,2
0.3224507320895355,-1.5166824394176748,1
3.221515375413514,-2.185990512350758,1
-2.6697440077511443,0.1580396501963978,3
-1.429949462195533,1.6196380014777065,0
0.030947846134437632,0.7637154275429185,0
2.6149680163979276,-1.7666709935874785,1
0.2173628823711894,-1.7365550233591367,1
0.0036163289931138848,4.247392295604512,0
-3.0432411809243787,-1.2048703366436906,3
1.9584235481631849,-2.248717557190672,1
-2.432154588828874,-1.4274872221737407,3
-1.877279835760008,-0.38323093577756756,3
-2.2995469019201558,-1.3913804343308875,3
0.9662632379493407,2.0965349670168973,0
-2.1002154336321484,0.5198709152937592,3
3.031516790699183,-1.3780469739552772,1
0.9569950250308048,-0.07259039279056866,0
-1.9033110444203258,-0.053579849278381254,3
-2.1356395496506386,-0.7366325803312102,3
2.4829461401187607,1.0498698184549655,0
1.8052666657736423,-0.5689813640831598,1
2.657971793397561,-2.509913083908737,1
-2.6933174737903065,-1.4766853119940497,3
-0.9840942560074043,1.3695787866960356,0
1.2882351557569318,2.3122271135999295,0
-1.1625978479115158,0.5111237141483363,2
2.0603697311947906,-1.0045669333054261,1
2.4497261195187847,-0.4804821306845166,1
1.639258116434664,0.5245709996918471,0
0.773827519812208,0.5612463662193425,0
2.9450158831640443,-0.4104623486426611,1
0.6734826139656171,2.0696582537991772,0
-1.492366505377836,0.1760561563372002,3
2.7567097832199883,-3.082884669788662,1
-0.042378527088523237,2.3591061010698264,0
-2.1330781594230723,-0.08363292474308823,3
-2.64019555945855,-0.5035053497099776,2
1.3346432837259272,1.1532262974467278,0
-1.5995399397544396,-0.4065141943560355,3
-3.4148063034261114,0.007677589275942775,2
-2.5199194598470305,-0.7593992759036141,2
3.5783185741580876,-1.6681983364307968,1
2.151259531365768,-1.1070061433873883,1
2.699251003320007,-1.7162389436364178,1
-1.7598120697987751,-0.3025295874901549,3
0.3891686939538935,0.9868265681501897,0
1.3555359053274743,1.0344551168777483,0
0.803480995396744,1.0712928512191904,0
0.38476331824164506,2.829797012157985,0
1.9147251347922831,-0.9690643729410029,1
1.4780101829905457,-0.19368152307958958,1
-0.7934237252487787,2.0247546481930128,0
